"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",73.9,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",77,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",74.4,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",76.4,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",76.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",76.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",76.7,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",73.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",78.7,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",76,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",78.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",78.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",77.1,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",77.4,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","1996","1996",81.6,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2001","2001",86.7,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2004","2004",87.3,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2005","2005",90.8,"B","Break"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2006","2006",90,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2007","2007",91.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2008","2008",93,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2009","2009",92.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2010","2010",92.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2011","2011",92.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2012","2012",93.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2013","2013",94,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2014","2014",93.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2015","2015",93.6,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2016","2016",92.3,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2017","2017",90,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","1996","1996",54,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2001","2001",61.8,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2004","2004",73.7,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2005","2005",75.5,"B","Break"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2006","2006",75.1,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2007","2007",78.3,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2008","2008",80.6,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2009","2009",80.4,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2010","2010",81.9,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2011","2011",83,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2012","2012",81.2,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2013","2013",82.6,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2014","2014",83.4,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2015","2015",83,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","1996","1996",17.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2001","2001",23.7,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2004","2004",34.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2005","2005",33.4,"B","Break"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2006","2006",33.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2007","2007",37.2,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2008","2008",37.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2009","2009",36.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2010","2010",40.7,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2011","2011",39.7,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2012","2012",40.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2013","2013",40.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2014","2014",41.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2015","2015",42.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2016","2016",44.8,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","POL","Poland","2017","2017",46.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","1996","1996",6.6,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2001","2001",8.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2004","2004",12.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2005","2005",7.5,"B","Break"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2006","2006",7.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2007","2007",8.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2008","2008",8.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2009","2009",8.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2010","2010",9.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2011","2011",9.6,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2012","2012",9.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2013","2013",12.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2014","2014",12.5,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2015","2015",13.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2016","2016",15.8,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","POL","Poland","2017","2017",17.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","1996","1996",37.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2001","2001",42.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2004","2004",51,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2005","2005",50.9,"B","Break"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2006","2006",50.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2007","2007",53,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2008","2008",54.4,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2009","2009",52.8,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2010","2010",54.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2011","2011",54.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2012","2012",54.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2013","2013",54.8,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2014","2014",55.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2015","2015",54.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2016","2016",55.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","POL","Poland","2017","2017",56,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","1996","1996",81.5,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2001","2001",86.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2004","2004",87.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2005","2005",91.4,"B","Break"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2006","2006",92.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2007","2007",92.2,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2008","2008",92.3,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2009","2009",91.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2010","2010",93.2,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2011","2011",93.2,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2012","2012",92.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2013","2013",93.3,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2014","2014",92.5,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2015","2015",94,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2016","2016",93.1,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","POL","Poland","2017","2017",91.8,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","1996","1996",61.3,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2001","2001",67,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2004","2004",74.8,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2005","2005",76.4,"B","Break"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2006","2006",76.9,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","POL","Poland","2007","2007",80.9,,
